"PLOT_GL","GREEN1","GREEN50","EMER1","EMER50","FLWR1","FLWR50"
"P1804",NA,69,"115","128",131,139
"P1805",NA,64,"113","117",128,135
"P1806",NA,67,"115","128",135,139
"P1807",NA,62,"117","124",135,139
"P1808",NA,73,"131","139",145,151
"P1809",NA,64,"97","124",113,139
"P1810",NA,41,"155","159",181,193
"P1811",NA,67,"113","117",131,139
"P1812",NA,62,"131","145",145,162
"P1813",NA,73,"124","153",139,159
"P1814",NA,59,"124","139",141,151
"P1815",NA,91,"139","145",147,149
"P1816",NA,62,"124","131",135,159
"P1817",NA,64,"128","133",139,151
"P1818",NA,62,"128","131",135,141
"P1819",NA,57,"117","128",139,141
"P1820",NA,59,"128","131",135,139
"P1821",NA,62,"106","117",124,135
"P1901",NA,71,"124","128",139,141
"P1902",NA,69,"139","145",147,153
"P1903",NA,67,"135","141",147,149
"P1904",NA,67,"124","131",135,145
"P1905",NA,67,"117","124",131,139
"P1906",NA,67,"113","117",128,145
"P1907",NA,67,"119","131",135,141
"P1908",NA,67,"117","128",131,135
"P1909",NA,69,"117","124",131,135
"P1910",NA,67,"119","124",135,145
"P1911",NA,69,"103","111",124,131
"P1912",NA,69,"124","139",141,159
"P1913",NA,69,"128","139",141,151
"P1914",NA,41,"162","166",202,214
"P1915",NA,69,"117","131",131,139
"P1916",NA,69,"124","139",145,149
"P1917",NA,67,"115","124",128,141
"P1918",NA,67,"124","133",139,149
"P1919",NA,77,"128","135",139,159
"P1920",NA,67,"117","124",131,139
"P1921",NA,71,"124","151",131,172
"P1922",NA,59,"113","117",131,153
"P2001",NA,73,"117","128",131,145
"P2002",NA,71,"139","145",149,162
"P2003",NA,62,"117","121",131,141
"P2004",NA,64,"109","115",124,131
"P2005",NA,67,"109","115",124,139
"P2006",NA,67,"128","139",145,151
"P2007",NA,53,"139","145",162,174
"P2008",NA,71,"159","162",181,198
"P2009",NA,69,"151","159",166,179
"P2010",NA,67,"109","117",131,139
"P2011",NA,69,"119","131",139,145
"P2012",NA,73,"124","128",139,141
"P2013",NA,69,"145","149",155,162
"P2014",NA,69,"103","117",117,141
"P2015",NA,73,"131","141",145,155
"P2016",NA,67,"113","115",131,145
"P2017",NA,69,"113","117",131,139
"P2018",NA,69,"131","135",141,149
"P2019",NA,69,"131","139",141,149
"P2020",NA,67,"113","121",131,135
"P2021",NA,59,"126","133",135,145
"P2101",NA,71,"151","153",170,174
"P2102",NA,62,"117","124",133,135
"P2103",NA,59,"124","131",135,141
"P2104",NA,62,"133","139",147,149
"P2105",NA,73,"128","135",145,149
"P2106",NA,41,"155","159",174,210
"P2107",NA,67,"115","128",139,141
"P2108",NA,57,"126","153",139,162
"P2109",NA,69,"113","121",135,139
"P2110",NA,71,"135","145",147,149
"P2111",NA,64,"106","112",119,124
"P2112",NA,69,"139","145",151,162
"P2113",NA,73,"124","131",135,139
"P2114",NA,55,"109","133",119,139
